# Constructed from biom file
#OTU ID	HC-DS	HC-HD	HC-HX	HC-XY
PWY-6612	11909.272783138598	13952.36350388531	13971.428455119274	13923.287351510307
PWY-6628	12871.783967638537	15278.678083691535	14821.651424991245	14894.642531776411
PWY-6629	0.0	2.15902799999997e-10	0.0	1070.7681727975316
PWY-6630	12269.00840257434	14410.41188318457	14072.117389514902	14112.918178959682
PWY-6641	14.820691817785503	0.26746397784285453	283.11572538812567	10.114269676015123
PWY-6690	0.0	0.047833958006569796	9.014793086959143	121.39222381332453
PWY-6700	10975.49473294875	12765.478274782356	12574.63695178219	12532.407676106737
PWY-6703	10549.594246200992	12372.525987356006	12276.4321148088	12061.239952152373
PWY-6708	11043.359507119307	13832.078935983876	13300.751850806737	13066.117847984884
PWY-6731	8548.517859574948	9960.740512986244	9748.00367791477	9060.725903138742
PWY-6737	15123.13438199423	17358.70794696461	16910.873422059314	16219.904433336676
PWY-6749	149.87167160414634	35.86377633711926	51.74377928491535	384.69154479478385
PWY-6876	1666.0086057933875	1524.4258050775452	1745.1034668047937	1413.6682965271373
PWY-6891	10685.884127934823	11974.854086059426	12582.301181861325	11627.014476440174
PWY-6892	11608.021276209378	13329.593688969086	13632.541996115284	12970.296984000357
PWY-6895	10872.116978936858	12663.997784106637	12755.841700281382	12315.67626877434
PWY-6897	10829.917215762189	12769.086106544386	12719.150269016982	12424.60200707469
PWY-6901	11913.551469696778	13424.667958016362	12681.77032972925	12842.041955641504
PWY-6906	11978.313933793246	13005.566232818832	13674.18735510554	12071.467246759872
PWY-6944	0.0	0.0	0.5590176159294743	0.0
PWY-6956	56.58904231289385	978.1905032559348	0.0	384.9629252265798
PWY-6969	13223.750231916034	15015.817088827273	15332.255565998514	15193.95399509425
PWY-6992	0.0	14.994608614951467	0.0	0.0
PWY-7003	810.6578179504594	2293.2577226955427	0.3256851113589912	3.876563568681018
PWY-7007	0.0	0.0004901507639995994	3.565877335941519	0.0007023634869266627
PWY-7013	123.83704520576674	3.9241359999999824e-10	11.243360703898116	613.260214297154
PWY-7090	865.3148375069885	22.289227868784828	54.16220343799763	402.53445963977316
PWY-7094	3120.7995742925705	9149.852605015698	5278.670238587757	9926.87651445827
PWY-7111	20728.93456767803	23883.487432574493	24048.263009028924	25932.744559718532
PWY-7159	0.0	0.0	95.58221249642163	0.0
PWY-7184	2006.461132427152	5896.188677953536	3051.1307929454942	6657.139817787147
PWY-7187	2132.4677250219775	5892.996092305098	3187.5429398345677	6481.665937275175
PWY-7196	11662.096697138133	13413.340871200753	12999.654553377653	12653.58897103045
PWY-7197	10374.678977931218	12122.921258877748	11933.879722537873	11858.669274732008
PWY-7198	252.24122832911706	0.0	72.5102788946242	659.9661675086614
PWY-7199	10539.388683468347	11300.156035773973	11660.41923281542	10636.863455418985
PWY-7200	10435.46489351905	11754.611538149988	11805.73809729824	11283.104372923704
PWY-7208	13026.097549238517	15649.386629040866	14415.831071247625	14914.040433592148
PWY-7210	357.24055643452897	0.0	103.3640975112357	924.6512404351138
PWY-7211	3461.4087003151635	8446.794807999795	5035.85516568647	9152.5703689922
PWY-7219	15593.46471476364	17989.57834943306	17815.33162223629	17887.485698370165
PWY-722	0.0	23.008695354338425	0.0	123.88147275087326
PWY-7220	13275.572167309077	16145.83748348166	14990.490098483397	14980.622505281113
PWY-7221	13537.457373009975	15587.492042629454	15778.790229873173	16305.430727425985
PWY-7222	13275.572167309077	16145.83748348166	14990.490098483397	14980.622505281113
PWY-7228	13879.569762835703	15973.538012782876	16127.176517321364	16221.315358923137
PWY-7229	15210.756777057033	17893.367780001987	17296.023910722404	17323.70870338713
PWY-7234	10811.843895131873	12608.21277175711	12341.273790040159	12330.445694300473
PWY-7237	4462.637886903938	4346.0453043884045	4730.144059145685	4332.362089119182
PWY-7242	5247.5637206372085	5152.991680351375	4040.598104245818	6557.051742605403
PWY-7254	1105.2435920436396	3416.8765738491243	1572.2114147660905	4860.8704158887995
PWY-7255	0.0	0.0	3.7795869314449844	0.0
PWY-7295	0.0	0.0	120.00467787117717	26.46020881697978
PWY-7315	11.209539988603503	43.29541798716736	5.493335899862365	385.94431683723525
PWY-7323	1480.6720279454432	3524.9653871792416	515.1916981477533	2437.780461719398
PWY-7328	4525.680415366168	7455.508959055417	4097.77048224218	6396.759718669755
PWY-7332	6573.226857552476	6072.310657189713	6395.600218019459	6327.527972532609
PWY-7347	1.6400309903531167	0.0	1.2044565682852209	0.4609117547470846
PWY-7371	26.88490439572767	0.0	1.2747127589935232	7.8083023907366815
PWY-7374	0.04883799210997556	0.0	0.8005217919877214	2.8971749999935506e-11
PWY-7376	0.0	54.035609085586294	101.96629696338238	0.0
PWY-7377	747.3146885642058	3.4736037681177625	130.11030038384632	991.0779462824142
PWY-7391	6.013353625605589	0.0	20.210414122992482	0.0
PWY-7392	1786.6534784896778	4804.073085211076	166.2237064073321	3410.1335471854695
PWY-7400	11491.760362151239	13878.749805481837	12981.644648160622	12890.953295943002
PWY-7431	2171.876319161554	3302.2498588639237	1356.1255303406447	1686.5281707417123
PWY-7446	0.0	1.3764615685859739e-10	0.0	96.00000000021086
PWY-7456	713.5509949726544	2248.3120965070407	84.21495633256839	696.8961019217984
PWY-7527	178.71228925553885	0.0	0.16910846647476313	0.0
PWY-7539	13760.580514092093	15985.46925770652	16217.141858286072	15926.932735746925
PWY-7560	11116.625647839734	12990.662583990224	12568.805370731583	12714.606069488642
PWY-7616	0.0	0.0	1.7215546255398264	0.0
PWY-7644	0.0	1.349048855365977e-07	0.0	0.0
PWY-7663	23619.463157639344	27509.47918312497	27005.71534012883	26002.722791287535
PWY-7664	22171.103067630873	25560.016381016874	25832.52688340821	25116.41983725284
PWY-841	13240.562918138347	15294.590377890892	15154.413282971922	15154.393613390865
PWY-922	6.584857433359518	0.0	41.21110724129459	317.3848837831269
PWY0-1061	16003.62351138519	18613.05514770765	18808.085020427952	18149.84218092099
PWY0-1241	12456.690667397748	14587.154615378566	14419.45477413239	13479.475860220407
PWY0-1261	14982.056013998885	17137.261069979348	14724.88769010717	15498.500165945226
PWY0-1277	0.0	0.1913128146046043	25.150810164534928	275.16232038934464
PWY0-1296	16441.56813760305	17116.339076873985	18151.475644672184	16639.319104692124
PWY0-1297	16878.8073679622	18397.673289455844	18755.95718020905	17433.261572322284
PWY0-1298	13579.833932274862	14660.179214532483	14985.898393945778	14014.18799410027
PWY0-1319	14062.639337236364	16977.340413741527	15888.577249450429	16082.808012771033
PWY0-1338	0.0	24.74099317936264	0.0	126.37884395385383
PWY0-1415	11591.027080475857	13096.877436463446	13620.270814663923	12819.33911825457
PWY0-1479	10904.8342169384	12659.140375051236	12601.676059529087	12374.01257692727
PWY0-1533	1161.2371634565052	1169.6318655415162	1239.8166673859068	1398.8040296980676
